"Unique ID";"EU Member";"Nation";"Position";"Age";"Name";"Club";"Best Rating";"Best Pot Rating";"PoD";"Value";"Wage";"GK Rating";"DC Rating";"DR Rating";"DL Rating";"DM Rating";"MC Rating";"AMC Rating";"AMR Rating";"AML Rating";"FS Rating";"TS Rating";"GK Pot Rating";"DR Pot Rating";"DC Pot Rating";"DL Pot Rating";"DM Pot Rating";"MC Pot Rating";"AMR Pot Rating";"AMC Pot Rating";"AML Pot Rating";"FS Pot Rating";"TS Pot Rating"
"37079166";"Yes";"Netherlands";"D/WB L";"19";"van der Plaat, Roan";"Heerenveen";"59.5% (WB)";"70.1% (FB)";"27%";"129.050";"120";"36.28%";"45.48%";"47.56%";"59.46%";"44.39%";"44.32%";"43.98%";"48.05%";"48.05%";"43.05%";"43.04%";"42.67%";"56.05%";"53.86%";"70.06%";"52.82%";"52.48%";"56.65%";"51.79%";"56.65%";"50.46%";"50.47%"
"37087994";"Yes";"Netherlands";"AM RL";"20";"van der Pol, Jonathan";"Fortuna Sittard";"63.4% (W)";"66.8% (W)";"72%";"44.850";"270";"37.54%";"48.04%";"50.30%";"50.30%";"47.68%";"48.22%";"48.64%";"63.43%";"62.49%";"48.17%";"47.50%";"39.43%";"52.96%";"50.63%";"52.96%";"50.35%";"50.79%";"66.84%";"51.07%";"65.84%";"50.48%";"49.81%"
"37057372";"Yes";"Netherlands";"AM R, ST";"25";"van der Water, Silvester";"Cambuur";"70.2% (W)";"72.3% (W)";"100%";"3.304.480";"3.450";"40.67%";"52.90%";"55.38%";"55.38%";"54.11%";"54.97%";"66.28%";"70.20%";"68.53%";"66.37%";"65.53%";"41.92%";"57.00%";"54.47%";"57.00%";"55.48%";"56.31%";"72.30%";"68.16%";"70.57%";"68.20%";"67.36%"
"2000152530";"Yes";"Netherlands";"ST";"17";"van der Weij, Roan";"Cambuur";"53.5% (FS)";"57.7% (FS)";"76%";"8.050";"100";"32.20%";"40.02%";"40.41%";"40.41%";"38.61%";"40.41%";"40.93%";"40.01%";"40.01%";"53.55%";"53.17%";"34.82%";"44.03%";"43.55%";"44.03%";"42.04%";"43.84%";"43.69%";"44.43%";"43.69%";"57.74%";"57.33%"
"37085046";"Yes";"Netherlands";"AM/F C";"17";"van der Werff, David";"Groningen";"59.5% (AM)";"68.8% (AM)";"38%";"220.020";"110";"34.16%";"45.51%";"45.70%";"45.70%";"45.62%";"47.08%";"59.55%";"47.28%";"47.28%";"59.11%";"58.23%";"39.92%";"53.57%";"53.33%";"53.57%";"53.54%";"54.80%";"55.25%";"68.78%";"55.25%";"67.78%";"66.94%"
"37024025";"Yes";"Netherlands / Suriname";"D C";"31";"van Dijk, Virgil";"Liverpool";"87.7% (CB)";"90.6% (CB)";"1%";"300.000.000";"240.000";"51.74%";"87.71%";"67.25%";"67.25%";"81.32%";"67.23%";"64.73%";"66.58%";"66.58%";"74.20%";"75.03%";"53.85%";"69.50%";"90.60%";"69.50%";"82.62%";"68.26%";"68.93%";"66.95%";"68.93%";"76.81%";"77.62%"
"37064615";"Yes";"Netherlands";"GK";"22";"van Dorp, Kyan";"Emmen";"58.5% (GK)";"65.7% (GK)";"35%";"58.100";"750";"58.47%";"40.13%";"37.32%";"37.32%";"37.65%";"37.25%";"35.74%";"37.18%";"37.18%";"33.66%";"34.51%";"65.66%";"41.58%";"44.69%";"41.58%";"41.43%";"40.97%";"41.37%";"39.87%";"41.37%";"37.51%";"38.44%"
"37017528";"Yes";"Netherlands";"AM L, ST";"30";"van Duinen, Mike";"Excelsior";"72.1% (W)";"75.3% (W)";"3%";"300.000.000";"2.590";"42.10%";"56.46%";"58.95%";"58.95%";"56.52%";"65.56%";"68.53%";"71.16%";"72.10%";"70.54%";"70.78%";"43.87%";"61.53%";"58.99%";"61.53%";"59.35%";"68.74%";"74.31%";"71.33%";"75.30%";"73.30%";"73.56%"
"37084994";"Yes";"Netherlands / South Africa";"ST";"20";"van Duivenbooden, Simon";"Vitesse";"64.8% (TS)";"69.7% (TS)";"57%";"302.990";"630";"39.22%";"52.16%";"53.76%";"53.76%";"52.63%";"53.07%";"52.68%";"52.92%";"52.92%";"64.45%";"64.79%";"42.48%";"58.03%";"56.36%";"58.03%";"56.50%";"56.86%";"57.25%";"56.79%";"57.25%";"69.38%";"69.72%"
"37046051";"Yes";"Netherlands";"GK";"25";"van Gassel, Stijn";"Excelsior";"70.8% (GK)";"71.9% (GK)";"100%";"381.290";"1.030";"70.85%";"50.20%";"48.24%";"48.24%";"47.96%";"47.68%";"47.15%";"47.27%";"47.27%";"43.31%";"43.72%";"71.92%";"48.79%";"50.82%";"48.79%";"48.69%";"48.40%";"47.79%";"47.66%";"47.79%";"43.75%";"44.18%"
"37060945";"Yes";"Netherlands";"D RC, DM";"21";"van Gelderen, Liam";"Groningen";"66.2% (FB)";"73.6% (FB)";"38%";"798.590";"2.160";"39.15%";"65.91%";"66.24%";"53.37%";"61.82%";"60.83%";"48.87%";"52.88%";"52.88%";"47.77%";"48.52%";"43.61%";"73.55%";"73.25%";"59.26%";"68.68%";"67.39%";"58.88%";"54.33%";"58.88%";"53.04%";"53.80%"
"37022040";"Yes";"Netherlands";"AM C";"29";"van Ginkel, Marco";"Vitesse";"76.5% (W)";"81.2% (W)";"3%";"3.011.920";"8.620";"46.32%";"60.59%";"62.21%";"62.21%";"73.40%";"76.20%";"74.57%";"70.64%";"74.77%";"58.76%";"58.63%";"48.98%";"65.95%";"64.27%";"65.95%";"78.34%";"81.14%";"74.91%";"78.85%";"79.29%";"61.97%";"61.83%"
"2000249743";"Yes";"Netherlands";"D LC";"17";"van Grimbergen, Sebastian";"Fortuna Sittard";"53.2% (FB)";"60.5% (FB)";"60%";"14.220";"100";"32.11%";"52.88%";"42.60%";"53.25%";"48.86%";"39.64%";"37.91%";"42.35%";"42.35%";"36.17%";"36.22%";"36.61%";"48.37%";"60.17%";"60.46%";"55.62%";"45.04%";"48.16%";"43.21%";"48.16%";"41.22%";"41.32%"
"37076335";"Yes";"Netherlands";"D C";"22";"van Hecke, Jan Paul";"Brighton";"77.5% (CB)";"80.5% (CB)";"68%";"7.000.500";"15.000";"45.23%";"77.48%";"72.22%";"60.18%";"68.15%";"56.28%";"55.42%";"58.29%";"58.29%";"53.90%";"54.28%";"47.01%";"75.11%";"80.54%";"62.59%";"71.14%";"58.70%";"60.66%";"57.59%";"60.66%";"55.94%";"56.34%"
"37070319";"Yes";"Netherlands";"AM L, ST";"22";"van Hooijdonk, Sydney";"Bologna";"73.7% (TS)";"76.3% (W)";"65%";"1.176.860";"10.080";"45.17%";"59.55%";"59.52%";"59.52%";"59.04%";"60.28%";"73.58%";"72.31%";"73.43%";"72.72%";"73.74%";"46.80%";"61.84%";"61.89%";"61.84%";"61.54%";"62.72%";"75.16%";"76.24%";"76.33%";"75.32%";"76.32%"
"18110671";"Yes";"Belgium";"D LC";"23";"Van Hoorenbeeck, Alec";"Twente";"66.1% (FB)";"70.8% (FB)";"44%";"113.680";"1.720";"39.91%";"65.96%";"53.49%";"66.13%";"51.60%";"50.96%";"50.04%";"52.94%";"52.94%";"48.14%";"48.76%";"42.78%";"57.25%";"70.69%";"70.78%";"55.33%";"54.56%";"56.73%";"53.47%";"56.73%";"51.42%";"52.09%"
"2000144597";"No";"Argentina";"AM RLC";"19";"Van Isseldyk, Alexis";"Colón";"64.4% (W)";"73.1% (W)";"39%";"426.580";"20";"37.61%";"46.67%";"50.19%";"50.19%";"48.90%";"60.80%";"62.24%";"64.37%";"64.12%";"58.41%";"57.18%";"42.30%";"57.11%";"53.40%";"57.11%";"56.21%";"69.32%";"73.14%";"70.28%";"72.86%";"65.54%";"64.27%"
"37067286";"Yes";"Netherlands / Brazil";"DM, AM LC";"22";"van Kaam, Daniël";"Cambuur";"66.4% (DM)";"74.1% (W)";"49%";"1.788.920";"1.040";"39.28%";"49.62%";"53.19%";"53.19%";"66.41%";"65.94%";"62.98%";"53.63%";"66.04%";"49.53%";"48.71%";"44.27%";"59.52%";"55.84%";"59.52%";"72.67%";"72.00%";"60.17%";"70.44%";"74.09%";"55.34%";"54.48%"
"37076252";"Yes";"Netherlands / Brazil";"WB/AM R";"20";"van Kaam, Joël";"Groningen";"66.6% (W)";"71.4% (W)";"74%";"434.690";"1.720";"37.65%";"51.04%";"64.10%";"52.80%";"51.63%";"63.80%";"62.52%";"66.63%";"64.35%";"50.14%";"49.50%";"40.50%";"68.63%";"54.71%";"56.53%";"54.87%";"67.57%";"71.41%";"66.78%";"68.98%";"53.53%";"52.88%"
"37088095";"Yes";"Mali / Netherlands";"D RC";"19";"van Leeuwen, Amadou";"Emmen";"57.8% (FB)";"63.6% (FB)";"58%";"0";"0";"33.85%";"54.07%";"57.78%";"46.22%";"41.64%";"41.46%";"41.28%";"45.35%";"45.35%";"40.07%";"40.43%";"37.32%";"63.63%";"59.80%";"50.90%";"46.26%";"45.93%";"50.06%";"45.57%";"50.06%";"44.17%";"44.58%"
"37058364";"Yes";"Netherlands";"D C, DM";"23";"van Mullem, Jeremy";"Sparta Rotterdam";"65.1% (CB)";"69.6% (CB)";"53%";"63.060";"860";"39.10%";"65.15%";"53.06%";"53.06%";"63.83%";"62.41%";"48.94%";"56.76%";"51.43%";"47.05%";"47.61%";"42.00%";"56.62%";"69.65%";"56.62%";"67.82%";"66.22%";"60.76%";"52.29%";"55.05%";"50.26%";"50.85%"
"2000055323";"Yes";"Belgium";"GK";"18";"Van Neck, Jelle";"Marseille";"58.2% (GK)";"65.5% (GK)";"58%";"61.210";"560";"58.18%";"36.34%";"33.76%";"33.76%";"33.97%";"33.77%";"32.94%";"34.62%";"34.62%";"31.34%";"32.00%";"65.51%";"37.85%";"40.77%";"37.85%";"38.42%";"38.14%";"38.57%";"36.85%";"38.57%";"34.88%";"35.62%"
"37050135";"Yes";"Netherlands";"GK";"25";"van Osch, Yanick";"Cambuur";"66.9% (GK)";"68.0% (GK)";"100%";"161.310";"1.720";"66.93%";"44.14%";"41.43%";"41.43%";"41.03%";"40.60%";"40.01%";"40.89%";"40.89%";"37.44%";"38.18%";"68.00%";"41.98%";"44.76%";"41.98%";"41.76%";"41.32%";"41.41%";"40.52%";"41.41%";"37.88%";"38.64%"
"37072832";"Yes";"Netherlands";"D C, DM";"20";"van Ottele, Syb";"Heerenveen";"71.2% (CB)";"77.0% (CB)";"54%";"1.788.920";"820";"42.85%";"71.23%";"56.50%";"56.50%";"68.04%";"65.24%";"53.32%";"54.88%";"54.88%";"51.65%";"52.26%";"46.16%";"61.06%";"76.96%";"61.06%";"73.85%";"70.75%";"59.47%";"57.54%";"59.47%";"55.69%";"56.29%"
"37072824";"Yes";"Netherlands";"D/WB R";"21";"van Rooij, Bart";"NEC Nijmegen";"74.8% (FB)";"80.6% (FB)";"51%";"2.176.880";"1.290";"42.26%";"57.84%";"74.84%";"59.87%";"57.54%";"57.79%";"56.55%";"67.62%";"60.60%";"54.16%";"54.06%";"45.67%";"80.60%";"62.39%";"64.48%";"62.13%";"62.24%";"72.85%";"60.81%";"65.29%";"58.21%";"58.11%"
"2000035787";"Yes";"Netherlands";"AM RL";"18";"van 't Loo, Trustin";"Heerenveen";"62.1% (W)";"68.9% (W)";"52%";"220.020";"160";"35.57%";"45.22%";"49.50%";"49.50%";"45.87%";"46.56%";"46.98%";"62.15%";"61.71%";"46.61%";"45.22%";"39.18%";"54.82%";"50.35%";"54.82%";"51.44%";"51.95%";"68.91%";"51.87%";"68.42%";"51.24%";"49.82%"
"37024896";"Yes";"Netherlands";"AM RL, ST";"31";"van Veen, Kevin";"Groningen";"69.4% (W)";"72.0% (W)";"1%";"169.560";"1.500";"36.86%";"51.79%";"54.59%";"54.59%";"54.87%";"56.59%";"66.44%";"69.38%";"69.38%";"68.59%";"67.96%";"38.65%";"56.62%";"53.83%";"56.62%";"56.12%";"57.78%";"71.96%";"68.78%";"71.96%";"70.97%";"70.36%"
"37056921";"Yes";"Netherlands / Japan";"D/WB RL, M R";"28";"van Wermeskerken, Sai";"Cambuur";"65.1% (W)";"68.4% (W)";"100%";"8.210";"1.510";"37.66%";"50.31%";"65.04%";"64.07%";"50.18%";"50.46%";"48.36%";"64.19%";"63.03%";"45.42%";"44.53%";"39.98%";"68.19%";"52.83%";"67.17%";"51.40%";"51.63%";"67.40%";"50.84%";"66.18%";"47.86%";"46.95%"
"860481";"Yes";"Netherlands";"ST";"33";"van Wolfswinkel, Ricky";"Twente";"72.4% (TS)";"72.2% (TS)";"0%";"482.420";"3.450";"41.71%";"57.70%";"59.73%";"59.73%";"57.78%";"58.22%";"69.87%";"70.29%";"69.19%";"72.37%";"72.39%";"41.53%";"59.56%";"57.53%";"59.56%";"57.78%";"58.22%";"70.08%";"69.66%";"68.98%";"72.15%";"72.17%"
"2000068014";"Yes";"Netherlands";"D RC, DM";"18";"van Zwam, Giovanni";"Vitesse";"57.5% (CB)";"65.3% (CB)";"54%";"90.700";"180";"36.00%";"57.50%";"57.12%";"45.70%";"53.42%";"50.67%";"40.30%";"49.79%";"44.62%";"39.52%";"40.42%";"40.81%";"64.97%";"65.26%";"51.97%";"60.37%";"57.23%";"56.92%";"46.15%";"51.01%";"45.16%";"46.08%"
"48036716";"Yes";"France";"D C, DM";"25";"Vanbaleghem, Valentin";"Lille";"65.3% (CB)";"67.0% (CB)";"100%";"65.570";"560";"40.52%";"65.33%";"53.65%";"53.65%";"63.88%";"64.30%";"50.62%";"53.66%";"53.66%";"48.05%";"48.46%";"41.43%";"54.99%";"66.98%";"54.99%";"65.72%";"66.16%";"55.04%";"51.92%";"55.04%";"49.30%";"49.71%"
"2000125855";"Yes";"France";"DM";"17";"Vandenbossche, Noah";"Auxerre";"58.1% (M)";"67.2% (M)";"52%";"96.880";"80";"35.00%";"45.12%";"45.72%";"45.72%";"55.53%";"58.14%";"46.12%";"46.59%";"46.59%";"44.81%";"44.51%";"40.54%";"53.16%";"52.58%";"53.16%";"64.72%";"67.23%";"54.18%";"53.10%";"54.18%";"51.46%";"51.14%"
"19398966";"No";"Brazil";"D LC";"19";"Vanderlan";"Palmeiras";"74.5% (FB)";"82.8% (FB)";"40%";"3.678.230";"870";"42.31%";"69.90%";"59.57%";"74.46%";"56.44%";"56.16%";"55.16%";"71.66%";"72.50%";"53.02%";"52.62%";"47.29%";"66.21%";"78.03%";"82.76%";"62.99%";"62.51%";"79.70%";"61.25%";"80.63%";"58.86%";"58.51%"
"19409448";"No";"Brazil";"D/WB/M R";"21";"Vanderson";"Monaco";"79.3% (FB)";"88.6% (FB)";"43%";"23.174.060";"14.780";"43.64%";"59.45%";"79.27%";"63.41%";"62.31%";"74.25%";"60.22%";"76.78%";"63.60%";"58.48%";"57.21%";"49.58%";"88.56%";"66.77%";"70.85%";"68.37%";"81.24%";"86.01%";"67.23%";"71.24%";"65.24%";"63.94%"
"85075627";"Yes";"France / Martinique";"D C";"29";"Varane, Raphaël";"Man Utd";"82.2% (CB)";"86.6% (CB)";"8%";"150.214.420";"350.000";"47.77%";"82.16%";"76.54%";"64.20%";"71.53%";"62.15%";"59.24%";"63.66%";"63.66%";"56.07%";"56.90%";"50.87%";"80.73%";"86.58%";"67.71%";"74.01%";"64.25%";"67.28%";"62.67%";"67.28%";"59.40%";"60.20%"
"90008752";"No";"England";"ST";"35";"Vardy, Jamie";"Leicester";"80.7% (FS)";"80.7% (FS)";"0%";"1.387.640";"160.000";"48.14%";"63.36%";"66.20%";"66.20%";"64.74%";"65.43%";"78.22%";"79.81%";"79.81%";"80.73%";"80.19%";"48.11%";"66.17%";"63.34%";"66.17%";"64.74%";"65.43%";"79.77%";"78.18%";"79.77%";"80.69%";"80.16%"
"14241914";"No";"Argentina";"DM";"21";"Varela, Alan";"Porto";"78.2% (DM)";"82.5% (DM)";"66%";"3.801.990";"11.850";"46.65%";"61.43%";"63.16%";"63.16%";"78.17%";"77.78%";"60.81%";"63.83%";"63.83%";"58.26%";"57.27%";"48.91%";"66.38%";"64.65%";"66.38%";"82.50%";"82.03%";"67.10%";"63.81%";"67.10%";"61.12%";"60.11%"
"55027991";"Yes";"Portugal / Cape Verde";"GK";"27";"Varela, Bruno";"Vitória Guimarães";"76.4% (GK)";"77.7% (GK)";"100%";"1.969.680";"4.100";"76.44%";"50.73%";"48.58%";"48.58%";"48.81%";"48.90%";"47.85%";"48.64%";"48.64%";"44.55%";"45.18%";"77.70%";"49.26%";"51.49%";"49.26%";"49.54%";"49.61%";"49.30%";"48.50%";"49.30%";"45.14%";"45.79%"
"55005547";"Yes";"Cape Verde / Portugal";"D C";"34";"Varela, Fernando";"Casa Pia";"71.8% (CB)";"71.9% (CB)";"0%";"61.270";"1.850";"41.76%";"71.80%";"57.30%";"57.30%";"55.09%";"54.19%";"53.30%";"55.74%";"55.74%";"51.91%";"52.60%";"41.88%";"57.41%";"71.94%";"57.41%";"55.09%";"54.19%";"55.86%";"53.42%";"55.86%";"52.03%";"52.71%"
"78044524";"Yes";"Uruguay / Italy";"D/WB R";"29";"Varela, Guillermo";"Flamengo";"80.2% (FB)";"81.6% (FB)";"100%";"1.512.100";"17.230";"45.17%";"60.31%";"80.17%";"77.87%";"61.25%";"60.96%";"59.27%";"72.10%";"64.63%";"56.58%";"55.29%";"46.02%";"81.59%";"61.43%";"79.24%";"62.43%";"62.08%";"73.38%";"60.30%";"65.77%";"57.55%";"56.26%"
"2000145876";"Yes";"Portugal / Cape Verde";"ST";"17";"Varela, Gustavo";"Benfica";"58.8% (TS)";"69.2% (TS)";"32%";"14.440";"1.130";"36.21%";"47.82%";"48.06%";"48.06%";"46.57%";"47.93%";"48.31%";"56.31%";"56.94%";"58.46%";"58.81%";"42.81%";"57.27%";"56.82%";"57.27%";"55.83%";"57.09%";"67.00%";"57.12%";"67.75%";"68.94%";"69.24%"
"78074596";"No";"Uruguay";"D LC";"24";"Varela, Joaquín";"Instituto";"64.0% (FB)";"66.2% (FB)";"100%";"99.370";"260";"38.92%";"63.72%";"51.58%";"64.02%";"48.40%";"48.14%";"47.30%";"51.05%";"51.05%";"45.85%";"46.34%";"40.32%";"53.35%";"65.94%";"66.22%";"49.85%";"49.56%";"52.81%";"48.92%";"52.81%";"47.42%";"47.92%"
"75003107";"No";"Chile";"AM RLC, F C";"32";"Vargas, Eduardo";"Atlético Mineiro";"77.6% (AM)";"77.4% (AM)";"1%";"300.000.000";"26.990";"46.67%";"60.77%";"63.32%";"63.32%";"62.52%";"62.78%";"77.59%";"77.55%";"77.55%";"77.05%";"76.37%";"46.50%";"63.15%";"60.60%";"63.15%";"62.52%";"62.78%";"77.34%";"77.37%";"77.34%";"76.83%";"76.15%"
"98041215";"No";"Switzerland / Dominican Republic";"AM RL";"23";"Vargas, Rubén";"Augsburg";"79.3% (W)";"81.7% (W)";"58%";"3.056.260";"9.950";"44.43%";"59.03%";"63.02%";"63.02%";"61.08%";"74.58%";"74.72%";"78.77%";"79.33%";"73.42%";"71.88%";"45.72%";"64.91%";"60.86%";"64.91%";"63.13%";"76.98%";"81.14%";"76.83%";"81.71%";"75.40%";"73.86%"
"14007359";"Yes";"Argentina / Italy";"AM C";"33";"Vázquez, Franco";"Cremonese";"78.8% (AM)";"78.6% (AM)";"0%";"462.990";"14.170";"43.39%";"61.52%";"63.50%";"63.50%";"76.68%";"77.55%";"78.79%";"77.40%";"77.40%";"73.46%";"72.58%";"43.21%";"63.34%";"61.36%";"63.34%";"76.68%";"77.55%";"77.18%";"78.58%";"77.18%";"73.25%";"72.37%"
"14175463";"No";"Argentina";"D C";"25";"Vázquez, Ignacio";"Platense";"73.3% (CB)";"74.7% (CB)";"100%";"1.080.450";"810";"44.43%";"73.28%";"70.67%";"58.53%";"68.35%";"56.39%";"54.79%";"57.52%";"57.52%";"52.95%";"53.13%";"45.28%";"72.06%";"74.67%";"59.68%";"69.38%";"57.24%";"58.69%";"55.89%";"58.69%";"54.02%";"54.19%"
"95078288";"Yes";"Spain";"D/WB/M L";"19";"Vázquez, Jesús";"Valencia";"77.5% (FB)";"84.4% (FB)";"54%";"14.432.060";"10.660";"44.23%";"59.01%";"61.97%";"77.46%";"58.92%";"59.07%";"57.90%";"62.92%";"76.78%";"54.86%";"54.46%";"48.41%";"67.50%";"64.43%";"84.37%";"64.25%";"64.26%";"68.56%";"62.99%";"83.65%";"59.73%";"59.32%"
"67135344";"Yes";"Spain";"D/WB/AM R";"31";"Vázquez, Lucas";"Real Madrid";"86.1% (W)";"87.4% (W)";"1%";"10.187.350";"106.290";"47.93%";"64.29%";"84.82%";"68.88%";"66.27%";"65.94%";"65.13%";"84.85%";"68.91%";"62.85%";"61.74%";"48.66%";"86.09%";"65.30%";"69.92%";"67.49%";"67.10%";"86.14%";"66.05%";"69.95%";"63.71%";"62.60%"
"78040720";"Yes";"Uruguay / Italy";"DM";"30";"Vecino, Matías";"Lazio";"82.6% (M)";"84.2% (M)";"100%";"300.000.000";"58.360";"48.36%";"65.67%";"67.60%";"67.60%";"80.96%";"82.56%";"79.00%";"67.41%";"67.41%";"72.39%";"73.03%";"49.14%";"68.86%";"66.87%";"68.86%";"82.66%";"84.23%";"68.70%";"80.35%";"68.70%";"73.57%";"74.18%"
"2000139994";"Yes";"Netherlands";"D C";"17";"Veenbrink, Roan";"Utrecht";"65.4% (CB)";"76.2% (CB)";"29%";"767.400";"100";"39.38%";"65.44%";"50.70%";"50.70%";"49.47%";"48.64%";"46.52%";"49.84%";"49.84%";"45.45%";"46.07%";"45.91%";"59.20%";"76.23%";"59.20%";"57.54%";"56.45%";"58.29%";"54.34%";"58.29%";"52.88%";"53.50%"
"37060896";"Yes";"Netherlands";"DM, AM C";"23";"Veerman, Joey";"PSV";"79.2% (M)";"82.7% (M)";"58%";"15.290.540";"6.030";"47.17%";"62.41%";"64.56%";"64.56%";"79.03%";"79.19%";"76.81%";"71.09%";"64.40%";"60.33%";"59.93%";"48.94%";"67.11%";"64.92%";"67.11%";"82.57%";"82.68%";"73.93%";"79.73%";"66.99%";"62.54%";"62.14%"
"14129495";"No";"Argentina";"DM";"28";"Vega, Cristian";"Colón";"73.4% (DM)";"73.4% (DM)";"100%";"1.843.980";"1.220";"44.04%";"58.63%";"59.42%";"59.42%";"73.42%";"72.52%";"56.91%";"60.05%";"60.05%";"54.49%";"54.02%";"44.16%";"59.53%";"58.74%";"59.53%";"73.42%";"72.52%";"60.17%";"57.02%";"60.17%";"54.60%";"54.14%"
"14204888";"No";"Argentina / Chile";"M C";"20";"Vega, Franco";"Arsenal (Sarandí)";"68.9% (M)";"77.8% (M)";"29%";"1.201.460";"300";"40.47%";"54.77%";"56.32%";"56.32%";"67.26%";"68.87%";"60.93%";"65.06%";"56.60%";"51.39%";"51.15%";"46.04%";"63.80%";"62.20%";"63.80%";"76.15%";"77.79%";"73.83%";"68.91%";"64.23%";"58.11%";"57.85%"
"14072217";"No";"Argentina";"ST";"33";"Vegetti, Pablo";"Vasco da Gama";"73.2% (TS)";"73.3% (TS)";"100%";"323.370";"820";"43.73%";"57.26%";"58.55%";"58.55%";"58.05%";"59.04%";"68.24%";"58.86%";"58.86%";"72.49%";"73.19%";"43.84%";"58.66%";"57.38%";"58.66%";"58.05%";"59.04%";"58.98%";"68.37%";"58.98%";"72.63%";"73.33%"
"79023793";"No";"Paraguay";"D C";"31";"Velázquez, Gustavo";"Newell's";"73.4% (CB)";"74.6% (CB)";"100%";"300.000.000";"1.050";"43.84%";"73.43%";"72.53%";"71.70%";"62.20%";"55.86%";"54.29%";"58.52%";"58.52%";"51.53%";"52.48%";"44.54%";"73.76%";"74.65%";"72.91%";"63.16%";"56.71%";"59.55%";"55.25%";"59.55%";"52.45%";"53.40%"
"86005919";"Yes";"Venezuela / Italy";"D C";"31";"Velázquez, José";"Santa Clara";"69.5% (CB)";"71.7% (CB)";"1%";"142.940";"1.000";"40.13%";"69.48%";"56.03%";"56.03%";"53.93%";"53.17%";"51.32%";"54.13%";"54.13%";"49.56%";"50.22%";"41.67%";"57.77%";"71.70%";"57.77%";"55.01%";"54.20%";"55.92%";"53.00%";"55.92%";"51.19%";"51.85%"
"2000027414";"Yes";"Netherlands / Suriname";"D/WB L";"18";"Veldman, Myles";"Cambuur";"61.8% (FB)";"68.7% (FB)";"54%";"51.380";"130";"36.45%";"47.51%";"49.44%";"61.80%";"46.27%";"46.73%";"46.25%";"49.87%";"55.65%";"44.84%";"44.11%";"40.50%";"54.95%";"52.92%";"68.68%";"51.73%";"52.03%";"55.47%";"51.35%";"61.90%";"49.70%";"48.97%"
"2000096330";"No";"Argentina";"ST";"18";"Veliz, Alejo";"Tottenham";"70.6% (TS)";"77.8% (TS)";"53%";"23.160.270";"30.000";"41.80%";"56.26%";"57.23%";"57.23%";"56.56%";"58.04%";"57.27%";"57.04%";"57.04%";"70.09%";"70.56%";"46.53%";"63.48%";"62.39%";"63.48%";"62.06%";"63.48%";"63.40%";"63.30%";"63.40%";"77.33%";"77.77%"
"28070894";"Yes";"Serbia / Switzerland";"D C, DM";"26";"Veljkovic, Miloš";"Werder Bremen";"73.6% (CB)";"76.0% (CB)";"100%";"5.069.100";"18.900";"44.47%";"73.65%";"57.21%";"57.21%";"69.57%";"66.59%";"52.52%";"56.17%";"56.17%";"50.24%";"50.97%";"45.90%";"59.05%";"75.96%";"59.05%";"71.46%";"68.46%";"58.05%";"54.28%";"58.05%";"51.95%";"52.67%"
"2000131486";"Yes";"Portugal";"AM C";"17";"Veloso, João";"Benfica";"66.7% (M)";"89.9% (M)";"35%";"5.034.840";"2.370";"39.42%";"51.68%";"53.39%";"53.39%";"53.32%";"66.69%";"65.76%";"54.07%";"54.07%";"51.80%";"50.76%";"53.08%";"72.27%";"70.23%";"72.27%";"72.45%";"89.93%";"73.29%";"87.70%";"73.29%";"68.38%";"67.28%"
"37024733";"Yes";"Netherlands";"D RC";"30";"Veltman, Joël";"Brighton";"78.3% (FB)";"80.0% (FB)";"100%";"300.000.000";"50.000";"45.85%";"77.83%";"78.33%";"62.88%";"73.26%";"60.76%";"57.76%";"69.10%";"62.60%";"55.07%";"55.22%";"47.27%";"79.97%";"79.51%";"64.20%";"73.26%";"60.76%";"70.66%";"59.14%";"64.02%";"56.47%";"56.61%"
"14241924";"No";"Argentina";"D/WB R, DM, M RC";"20";"Velurtas, Pedro";"Boca";"63.8% (FB)";"74.9% (FB)";"36%";"701.690";"520";"35.41%";"49.03%";"63.78%";"51.02%";"62.55%";"62.09%";"47.32%";"57.75%";"51.07%";"45.99%";"45.14%";"42.40%";"74.90%";"57.84%";"59.92%";"71.76%";"71.22%";"68.09%";"55.73%";"60.21%";"54.06%";"53.19%"
"2000249747";"Yes";"Netherlands";"ST";"16";"Vennegoor of Hesselink, Lucas";"Twente";"56.6% (TS)";"73.3% (TS)";"27%";"1.366.480";"90";"32.35%";"43.19%";"44.24%";"44.24%";"42.37%";"44.11%";"44.51%";"42.94%";"42.94%";"56.32%";"56.59%";"43.13%";"58.82%";"57.48%";"58.82%";"56.27%";"57.86%";"57.73%";"58.53%";"57.73%";"73.06%";"73.27%"
"43093519";"Yes";"Italy";"D/WB RL, M R";"27";"Venuti, Lorenzo";"Lecce";"79.2% (WB)";"81.3% (WB)";"100%";"3.451.220";"12.270";"43.77%";"73.41%";"78.99%";"77.47%";"60.34%";"59.73%";"57.93%";"71.01%";"69.71%";"55.92%";"55.51%";"45.02%";"81.05%";"75.36%";"79.50%";"61.73%";"61.08%";"72.93%";"59.49%";"71.60%";"57.41%";"56.99%"
