Rgn;Half;Date;UID;EU;Nat;Interested;P1;P2;Rt1;Pt1;RtG;PtG;Position;Age;Name;Av_Rat;Club;Division;Based;Apps;Starts;Gls;Ast;PoM;Mins;GK%;DFg%;DFa%;xGP/90;CS/90;Gls_Conc/90;Hdrs_W/90;Hd%;Blocks/90;Intcp/90;Clear/90;Press_C/90;PAS%;OP-KP/90;CCC/90;Pr_Pas/90;xA/90;Pas_C/90;Ps%;DRB%;ST%;Drb/90;Cr_C/90;Cr%;NP-xG/90;Gls/90;NP-xG/Shot;Sht_T/90;Sprints/90;Fls_Ag/90;Value;Wage;Expires;Det;Prof;Amb;Acc;Pac;Height;Personality;GK%t;DFg%t;DFa%t;PAS%t;DRB%t;ST%t;Mins_t
EU;Mid;30/11/2023;2000021847;Yes;ITA;1;CB;RB;44,2;0,0;57,8;71,3;D (C);18;Fabio Andrea Ruggeri;6,2;Lazio;Serie A;Italy;2;2;0;0;0;74;0,62;10,94;27,617;0,0;0,0;0,0;15,81;87;0,0;6,08;2,43;2,43;4,296;0,0;0,0;3,65;0,0;37,7;65;0,40556;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;3,65;0,0;900000;1800;30/06/2026;1_5;12;13;8_17;15_20;169;;0,62;10,94;26,75;3,65;0,40556;0,0;148
EU;Mid;30/11/2023;2000021850;Yes;ITA;1;RW;ST;35,6;0,0;55,6;65,8;AM (R);19;Davide Serafini;0,0;Salernitana;Serie A;Italy;2;0;0;0;0;11;0,0;8,18;8,18;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;8,18;0,75;0,0;0,0;0,0;0,0;24,55;75;8,18;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;8,18;50000;1800;30/06/2024;10_16;12;10;12_20;7_15;166;;0,0;8,18;8,18;0,0;8,18;0,0;22
EU;Mid;30/11/2023;2000022298;Yes;ITA;1;RB;DM;25,3;0,0;61,2;72,9;DM;19;Christian Foglio;6,4;Milan;Serie A;Italy;2;0;0;0;0;15;0,64;6,0;6,0;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;6,0;6,778;0,0;0,0;6,0;0,0;42,0;78;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;105000;1900;30/06/2024;0;10;12;11_20;9_17;175;;0,64;6,0;6,0;6,0;0,0;0,0;30
EU;Mid;30/11/2023;2000022712;Yes;NED;1;CB;DM;39,6;0,0;63,5;72,4;D (C), DM;19;Timo Zaal;6,25;Feyenoord;Eredivisie;Netherlands;8;2;0;0;0;224;0,625;10,84;24,48;0,0;0,0;0,0;12,86;78;0,4;5,22;2,01;3,21;3,887;0,4;0,0;2,81;0,0;45,4;68;0,26778;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;2,41;0,0;900000;2700;30/06/2024;5_13;12;9;8_14;3_10;184;;0,625;10,84;23,7;3,21;0,26778;0,0;448
EU;Mid;30/11/2023;2000022824;Yes;NED;0;ST;AM;25,9;0,0;60,9;70,1;AM (C), ST (C);19;Storm Streng;0,0;NEC Nijmegen;Eredivisie;Netherlands;2;0;0;0;0;7;0,0;12,86;12,86;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;12,86;0,5;0,0;0,0;0,0;0,0;12,86;50;12,86;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;12,86;195000;575;30/06/2023;1_8;13;11;3_11;2_11;187;;0,0;12,86;12,86;0,0;12,86;0,0;14
RW;End;30/11/2023;2000022861;No;BRA;1;CB;RB;62,2;0,0;70,2;76,4;D (C);22;João Marcelo;6,74;Cruzeiro;Brasileirão Assaí;Brazil;17;17;0;1;1;1530;0,674;7,35;14,997;0,0;0,0;0,0;6,94;71;0,71;4,29;0,82;1,53;4,586;0,29;0,12;3,35;0,05;49,35;78;1,25778;0,413;0,12;0,06;50;0,08;0,0;0,093;0,24;4,12;0,12;2100000;22500;30/06/2027;12_15;12;13;8_12;12_15;190;;0,674;7,35;14,29;3,81;0,75778;0,41;1530
RW;End;30/11/2023;2000022936;No;URU;1;RW;LW;52,6;0,0;68,6;75,6;AM (C);22;Diego Hernández;6,89;Botafogo;Brasileirão Assaí;Brazil;16;0;0;0;0;296;0,689;6,99;9,361;0,0;0,0;0,0;2,13;24;0,3;1,52;0,61;4,56;4,501;0,91;0,61;1,82;0,34;27,97;82;7,69767;0,948;2,74;0,61;9;0,24;0,0;0,098;0,61;10,95;3,04;950000;2200;31/12/2026;2_8;11;12;10_14;8_12;175;;0,689;6,99;9,12;3,68;7,60667;0,95;296
EU;Mid;30/11/2023;2000023246;Yes;FRA;1;RB;LB;31,6;0,0;64,4;74,3;D/WB (R);19;Irvyn Lomami;6,1;Lyon;Ligue 1;France;2;0;0;0;0;42;0,61;8,57;13,36;0,0;0,0;0,0;4,29;50;0,0;6,43;0,0;2,14;3,01;0,0;0,0;2,14;0,0;42,86;87;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;1000000;2800;30/06/2025;9_16;12;14;7_13;9_18;171;;0,61;8,57;12,86;2,14;0,0;0,0;84
EU;Mid;30/11/2023;2000023351;Yes;FRA;1;CB;RW;33,8;0,0;61,7;72,6;D (C);19;Rudy Kohon;6,4;Troyes;Ligue 1;France;4;0;0;0;0;32;0,64;5,62;17,67;0,0;0,0;0,0;11,25;80;0,0;2,81;2,81;0,0;0,609;0,0;0,0;0,0;0,0;39,38;61;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;185000;3900;30/06/2023;9_15;9;12;9_18;6_14;187;;0,64;5,62;16,87;0,0;0,0;0,0;64
EU;Mid;30/11/2023;2000023360;Yes;FRA;1;CB;RB;36,4;0,0;64,4;72,2;D (C);18;Eric N'Jo;6,24;Troyes;Ligue 1;France;52;40;2;0;0;1816;0,624;8,52;19,946;0,0;0,0;0,0;10,75;68;0,69;3,57;2,38;1,88;5,237;0,25;0,0;4,26;0,01;46,14;72;0,81889;0,369;0,05;0,0;0;0,02;0,05;0,082;0,05;3,77;0,35;700000;2800;30/06/2025;2_9;8;10;7_15;4_13;187;;0,624;8,52;19,27;4,52;0,81889;0,2;3632
EU;Mid;30/11/2023;2000023482;Yes;ITA;0;ST;AM;39,4;0,0;59,9;71,2;ST (C);18;Tommaso Mancini;6,8;Juventus;Serie A;Italy;2;0;0;0;0;23;0,68;3,91;20,131;0,0;0,0;0,0;15,65;57;0,0;0,0;0,0;3,91;0,833;0,0;0,0;0,0;0,0;19,57;83;3,91;0,0;3,91;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;155000;1100;30/06/2023;7_13;10;10;9_18;8_16;190;;0,68;3,91;19,56;0,0;3,91;0,0;46
EU;Mid;30/11/2023;2000023591;Yes;FRA;1;LW;LB;36,2;0,0;56,5;65,2;AM (L);19;Léo Rouillé;6,3;Rennes;Ligue 1;France;10;0;0;0;0;71;0,63;6,35;10,75;0,0;0,0;0,0;3,8;60;0,0;2,54;1,27;2,54;7,169;1,27;0,0;5,07;0,0;36,76;83;1,27;1,47;1,27;0,0;0;0,11;0,0;0,09;1,27;0,0;0,0;60000;3900;30/06/2025;1_7;9;10;11_20;8_16;178;;0,63;6,35;10,15;6,34;1,27;1,47;142
EU;Mid;30/11/2023;2000023592;Yes;FRA;1;RW;LW;31,6;0,0;63,2;75,4;ST (C);19;Wilson Samaké;6,6;Rennes;Ligue 1;France;66;6;16;2;0;997;0,66;4,6;13,3;0,0;0,0;0,0;8,4;30;0,27;0,36;0,27;3,7;2,158;0,63;0,18;0,45;0,09;19,05;81;2,73111;3,378;0,45;0,0;0;0,49;0,72;0,108;1,9;4,24;1,81;1200000;2800;30/06/2026;1_5;11;9;4_11;8_14;173;;0,66;4,6;13,0;1,35;2,73111;3,22;1994
EU;Mid;30/11/2023;2000023593;Yes;FRA;1;RW;LW;47,2;0,0;57,1;73,3;ST (C);19;Gabriel Tutu;6,59;Rennes;Ligue 1;France;34;0;4;0;0;308;0,659;2,92;16,534;0,0;0,0;0,0;13,15;46;0,0;0,58;0,29;2,05;0,898;0,0;0,0;0,0;0,02;21,04;88;2,50444;2,707;0,88;0,0;0;0,39;0,58;0,11;1,46;4,09;1,17;1200000;2800;30/06/2025;8_17;10;12;14_20;12_18;181;;0,659;2,92;16,07;0,02;2,50444;2,54;616
EU;Mid;30/11/2023;2000023829;Yes;ITA;1;ST;AM;26,9;0,0;54,9;62,8;ST (C);19;Oumar Salko;6,35;Spezia;Serie A;Italy;6;0;0;0;0;51;0,635;0,0;1,822;0,0;0,0;0,0;1,76;6;0,0;0,0;0,0;0,0;2,606;1,76;0,0;0,0;0,0;19,41;85;1,76;0,47;1,76;0,0;0;0,3;0,0;0,17;0,0;0,0;0,0;38000;1800;30/06/2024;1_3;11;11;3_11;5_14;177;;0,635;0,0;1,76;1,76;1,76;0,47;102
EU;Mid;30/11/2023;2000024096;Yes;ITA;1;GK;CB;36,0;0,0;51,0;61,7;GK;18;Elia Tantalocchi;6,5;Sampdoria;Serie A;Italy;2;0;0;0;0;49;-1,63;0,0;0,0;-0,44;0,0;1,84;0,0;0;0,0;0,0;0,0;0,0;0,353;0,0;0,0;0,0;0,0;11,02;35;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;185000;3200;30/06/2026;0;10;9;0;0;190;;-1,63;0,0;0,0;0,0;0,0;0,0;98
EU;Mid;30/11/2023;2000024313;No;MLI;1;DM;CM;65,9;0,0;70,1;76,8;DM, M (C);22;Ibrahima Kébé;6,68;Girona;LaLiga;Spain;62;0;0;4;0;577;0,668;4,69;8,956;0,0;0,0;0,0;3,59;68;0,16;0,94;0,31;3,28;5,786;0,78;0,16;3,9;0,09;50,07;86;2,32;0,087;0,62;0,0;0;0,03;0,0;0,057;0,0;11,07;0,47;1700000;13000;30/06/2024;4_8;10;11;11_14;12_15;180;;0,668;4,69;8,28;4,93;2,32;0,09;1154
EU;Mid;30/11/2023;2000024749;Yes;ITA;1;CB;RB;37,9;0,0;65,8;76,4;D (C);19;Francesco Chesti;6,3;Roma;Serie A;Italy;4;0;0;0;0;132;0,63;9,54;23,98;0,0;0,0;0,0;13,64;80;1,36;3,41;3,41;1,36;2,75;0,0;0,0;2,05;0,0;47,73;70;0,30333;0,08;0,0;0,0;0;0,03;0,0;0,05;0,0;2,73;0,0;175000;1800;30/06/2024;2_10;10;11;9_15;5_12;187;;0,63;9,54;23,18;2,05;0,30333;0,08;264
EU;Mid;30/11/2023;2000024755;Yes;ITA;1;DM;CM;39,2;0,0;71,9;82,6;DM, M (C);18;Giacomo Faticanti;7,3;Lecce;Serie A;Italy;10;2;0;0;0;120;0,73;8,25;13,417;0,0;0,0;0,0;4,5;67;0,75;0,75;1,5;5,25;10,671;3,0;0,0;6,75;0,08;39,75;84;4,0;0,75;0,75;0,0;0;0,0;0,0;0,0;0,75;9,0;2,25;5500000;3500;30/06/2028;0;12;18;11_18;10_16;183;;0,73;8,25;12,75;9,83;4,0;0,75;240
RW;End;30/11/2023;2000024821;No;MEX;1;RW;ST;64,9;0,0;73,1;79,9;ST (C);21;Luca Martínez Dupuy;6,71;Rosario Central;Liga Profesional;Argentina;16;1;5;0;1;458;0,671;3,34;7,281;0,0;0,0;0,0;3,73;21;0,0;0,59;0,0;2,75;2,862;0,59;0,59;0,59;0,21;22,01;88;4,38556;4,782;0,98;0,0;0;0,73;0,98;0,137;2,75;5,9;2,75;2800000;11500;31/12/2024;13_16;12;15;13;12_15;180;;0,671;3,34;7,07;1,98;4,38556;4,6;458
EU;Mid;30/11/2023;2000025303;Yes;ITA;1;DM;CM;27,3;0,0;61,1;74,3;M (C);19;Lorenzo Amatucci;0,0;Fiorentina;Serie A;Italy;2;0;0;0;0;13;0,0;6,92;14,84;0,0;0,0;0,0;6,92;100;0,0;0,0;0,0;6,92;7,67;0,0;0,0;6,92;0,0;41,54;75;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;110000;1800;30/06/2024;0;10;13;4_13;9_16;172;;0,0;6,92;13,84;6,92;0,0;0,0;26
EU;Mid;30/11/2023;2000025485;Yes;FRA;1;CM;DM;38,3;0,0;72,0;76,2;M (C);19;Habib Diarra;6,5;Strasbourg;Ligue 1;France;36;0;0;0;0;296;0,65;6,68;11,249;0,0;0,0;0,0;3,95;62;0,61;0,91;0,3;4,86;4,415;0,0;0,0;3,34;0,25;40,14;82;2,43222;0,952;0,91;0,0;0;0,19;0,0;0,152;0,61;8,21;0,61;1600000;8500;30/06/2027;0;9;11;5_14;13_20;180;;0,65;6,68;10,63;3,59;2,43222;0,95;592
EU;Mid;30/11/2023;2000025508;No;ENG;1;LW;LB;42,1;0,0;46,7;65,7;WB/AM (L);19;Aaron Keto-Diyawa;6,5;Wolves;Premier League;England;16;0;0;0;0;121;0,65;4,46;6,84;0,0;0,0;0,0;2,23;15;0,0;0,74;0,0;3,72;2,355;0,74;0,0;0,74;0,0;20,83;88;2,23333;0,17;1,49;0,0;0;0,07;0,0;0,1;0,0;6,69;0,0;54000;2500;30/06/2023;6_11;11;11;8_15;14_19;169;;0,65;4,46;6,69;1,48;2,23333;0,17;242
RW;End;30/11/2023;2000027008;No;BRA;1;LB;CM;32,2;0,0;69,7;76,8;D (L);21;Guilherme;6,5;RB Bragantino;Brasileirão Assaí;Brazil;2;0;0;0;0;19;0,65;4,74;4,74;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;4,74;5,518;0,0;0,0;4,74;0,0;33,16;78;4,74;1,05;4,74;0,0;0;0,95;0,0;0,1;0,0;0,0;0,0;350000;1600;31/12/2023;6_14;10;11;8_14;10_15;178;;0,65;4,74;4,74;4,74;4,74;1,05;19
EU;Mid;30/11/2023;2000027414;Yes;NED;1;LB;LW;32,6;0,0;61,8;68,7;D/WB (L);19;Myles Veldman;5,9;Cambuur;Eredivisie;Netherlands;2;0;0;0;0;34;0,59;13,23;16,38;0,0;0,0;0,0;2,65;50;0,0;5,29;5,29;2,65;6,123;0,0;0,0;5,29;0,0;39,71;83;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;60000;650;30/06/2023;12_19;10;10;8_14;10_19;181;;0,59;13,23;15,88;5,29;0,0;0,0;68
EU;Mid;30/11/2023;2000027710;Yes;POL;1;ST;RW;39,3;0,0;58,0;76,8;AM (RLC), ST (C);19;Mateusz Musiałowski;6,62;Liverpool;Premier League;England;12;2;0;0;0;122;0,662;4,43;6,731;0,0;0,0;0,0;2,21;9;0,0;0,0;0,74;3,69;3,959;0,74;1,48;0,74;0,07;19,18;93;2,70222;0,37;0,0;0,0;0;0,22;0,0;0,15;0,0;4,43;2,21;425000;3900;30/06/2024;14_20;12;13;10_16;10_19;172;;0,662;4,43;6,64;3,03;2,70222;0,37;244
EU;Mid;30/11/2023;2000027898;No;NIR;1;CB;RB;53,8;0,0;65,5;71,1;D (RC), DM;19;Shea Charles;6,31;Southampton;Premier League;England;32;22;0;0;0;963;0,631;6,73;12,42;0,0;0,0;0,0;5,14;55;0,28;2,06;1,12;3,27;5,133;0,65;0,09;3,55;0,03;42,62;81;1,87444;0,0;0,65;0,0;0;0,0;0,0;0,0;0,0;8,5;0,28;525000;25000;30/06/2027;5_9;10;12;6_10;9_14;189;;0,631;6,73;11,87;4,32;1,87444;0,0;1926
RW;End;30/11/2023;2000028014;No;ARG;1;CM;LB;52,8;0,0;62,9;71,8;M (C);21;Julián Ascacíbar;6,44;Estudiantes (LP);Liga Profesional;Argentina;11;1;0;0;0;339;0,644;7,43;9,251;0,0;0,0;0,0;1,59;23;0,53;1,06;1,33;4,51;6,066;0,8;0,27;3,98;0,21;37,43;81;1,44889;0,365;0,53;0,0;0;0,03;0,0;0,065;0,27;5,84;0,27;1300000;2200;31/12/2024;8_12;11;12;9_15;8_12;168;;0,644;7,43;9,02;5,26;1,44889;0,36;339
RW;End;30/11/2023;2000028024;No;ARG;1;CM;DM;52,8;0,0;61,9;70,2;M (C);22;Agustín Maciel;6,45;Arsenal (Sarandí);Liga Profesional;Argentina;8;0;0;0;0;126;0,645;6,43;6,43;0,0;0,0;0,0;0,0;0;0,0;1,43;0,71;4,29;4,418;0,0;0,71;2,86;0,0;40,0;85;1,50333;0,14;0,0;0,0;0;0,06;0,0;0,08;0,0;7,14;0,71;550000;1600;31/12/2024;4_10;10;12;10_14;10_14;178;;0,645;6,43;6,43;3,57;1,50333;0,14;126
EU;Mid;30/11/2023;2000028346;No;ARM;1;RW;LW;42,4;0,0;61,1;70,8;AM (R);19;Artur Serobyan;6,42;Casa Pia;Liga bwin;Portugal;28;0;2;0;0;210;0,642;2,58;4,855;0,0;0,0;0,0;2,14;14;0,43;0,43;0,43;1,29;3,673;0,86;0,86;0,86;0,33;19,29;76;3,83667;1,727;0,86;0,86;40;0,22;0,43;0,074;0,86;7,71;0,86;325000;1500;30/06/2024;14_20;10;11;8_13;9_14;174;;0,642;2,58;4,72;2,91;3,43667;1,58;420
RW;End;30/11/2023;2000028409;No;BRA;1;CB;DM;60,4;0,0;73,4;74,4;D (C), DM, M (C);26;Raniele;6,92;Cuiabá;Brasileirão Assaí;Brazil;25;19;1;3;0;1785;0,692;6,87;12,166;0,0;0,0;0,0;4,54;76;0,66;2,17;0,61;3,43;4,896;0,35;0,4;3,23;0,09;45,73;83;3,07333;0,598;1,01;0,0;0;0,15;0,05;0,148;0,2;9,48;1,01;1200000;3600;31/12/2026;12_15;12;10;12_16;10_14;184;;0,692;6,87;11,41;4,07;3,07333;0,55;1785
RW;End;30/11/2023;2000029333;No;BRA;1;DM;CM;35,5;0,0;56,6;70,8;DM;20;Alexandre Lopes;7,15;Atlético Mineiro;Brasileirão Assaí;Brazil;2;2;0;2;0;167;0,715;5,4;9,175;0,0;0,0;0,0;3,23;55;0,54;1,62;1,08;2,16;5,475;1,62;0,0;2,69;0,27;45,81;89;3,45778;0,0;0,54;1,08;100;0,0;0,0;0,0;0,0;7,54;0,0;125000;120;31/12/2024;0;8;12;11_20;8_16;169;;0,715;5,4;8,63;4,58;2,45778;0,0;167
RW;End;30/11/2023;2000029408;No;BRA;1;GK;CB;34,3;0,0;62,2;67,5;GK;20;Gabriel Delfim;6,8;Atlético Mineiro;Brasileirão Assaí;Brazil;2;0;0;0;0;59;-0,39;0,0;0,0;-1,07;1,53;1,53;0,0;0;0,0;0,0;0,0;0,0;0,25;0,0;0,0;0,0;0,0;7,63;25;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;67000;525;31/12/2026;0;8;11;0;0;189;;-0,39;0,0;0,0;0,0;0,0;0,0;59
RW;End;30/11/2023;2000029996;No;BRA;1;RW;LW;67,3;0,0;74,0;77,2;AM (RL), ST (C);24;Erison;6,91;São Paulo;Brasileirão Assaí;Brazil;26;25;9;0;2;2000;0,691;6,48;11,589;0,0;0,0;0,0;4,77;34;0,58;1,08;0,68;4,14;2,372;0,58;0,18;0,72;0,09;20,61;80;5,512;2,267;1,58;0,27;22;0,3;0,4;0,109;1,31;7,47;2,61;2700000;11250;31/12/2025;12_16;14;9;15_18;13_16;180;;0,691;6,49;11,26;1,58;5,29;2,11;2000
EU;Mid;30/11/2023;2000030121;Yes;NED;1;RW;AM;33,3;0,0;62,9;74,9;AM (R);19;Miliano Jonathans;6,78;Vitesse;Eredivisie;Netherlands;30;0;0;0;0;205;0,678;3,95;6,388;0,0;0,0;0,0;2,2;24;0,0;0,44;0,0;3,51;3,088;0,44;0,44;1,32;0,08;27,66;81;3,02889;0,848;2,2;0,0;0;0,26;0,0;0,148;0,44;7,46;0,0;600000;1300;30/06/2025;2_11;13;9;5_12;9_15;178;;0,678;3,95;6,15;2,28;3,02889;0,85;410
EU;Mid;30/11/2023;2000030130;Yes;POR;1;CM;RW;42,9;0,0;73,0;85,0;M/AM (C);18;João Neves;6,6;Benfica;Liga bwin;Portugal;14;0;0;0;0;60;0,66;3,0;3,0;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;3,0;2,466;0,0;0,0;1,5;0,12;33,0;85;0,0;2,06;0,0;0,0;0;0,42;0,0;0,14;1,5;0,0;0,0;3200000;28000;30/06/2028;14_20;14;15;12_19;9_15;174;;0,66;3,0;3,0;1,62;0,0;2,06;120
EU;Mid;30/11/2023;2000030287;Yes;ESP;1;LB;RB;38,7;0,0;75,1;88,6;D (L);19;Juan Larios;6,46;Southampton;Premier League;England;42;2;0;0;0;254;0,646;4,96;7,024;0,0;0,0;0,0;1,77;29;0,0;1,77;0,0;3,19;5,082;0,71;0,0;3,54;0,0;35,08;83;6,58811;0,0;2,13;0,71;17;0,0;0,0;0,0;0,0;16,3;1,77;19250000;30000;30/06/2027;8_15;10;10;12_20;8_17;168;;0,646;4,96;6,73;4,25;6,42111;0,0;508
RW;End;30/11/2023;2000030472;No;ARG;1;CM;DM;62,6;0,0;67,2;72,5;DM, M (C);23;Gino Olguín;6,76;Central Córdoba (SdE);Liga Profesional;Argentina;10;7;0;1;1;593;0,676;7,28;10,195;0,0;0,0;0,0;2,43;48;0,3;1,67;0,76;4,55;5,285;0,91;0,15;3,34;0,13;43,41;75;3,09889;0,18;0,15;0,61;80;0,07;0,0;0,11;0,0;9,71;0,46;775000;2200;31/12/2024;4_8;11;11;11_14;12_15;181;;0,676;7,28;9,71;4,53;2,29889;0,18;593
EU;Mid;30/11/2023;2000030656;Yes;ALG;1;ST;AM;53,0;0,0;60,3;67,6;ST (C);22;Yanis Guermouche;6,59;Montpellier;Ligue 1;France;26;0;4;2;0;235;0,659;3,83;11,78;0,0;0,0;0,0;7,66;29;0,0;1,15;0,38;2,3;2,141;0,38;0,38;0,38;0,11;21,83;89;2,64;2,827;1,15;0,0;0;0,26;0,77;0,067;1,53;3,06;1,15;42500;6500;30/06/2024;3_7;11;12;10_14;7_13;192;;0,659;3,83;11,49;1,25;2,64;2,63;470
EU;Mid;30/11/2023;2000030955;Yes;NED;1;GK;CB;28,3;0,0;54,2;61,3;GK;19;Pascal Kuiper;7,6;Excelsior;Eredivisie;Netherlands;2;0;0;0;0;55;3,74;0,0;0,0;1,34;1,64;0,0;0,0;0;0,0;0,0;0,0;0,0;0,957;0,0;0,0;0,0;0,0;36,0;96;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;45000;650;30/06/2023;0;11;12;0;0;194;;3,74;0,0;0,0;0,0;0,0;0,0;110
RW;End;30/11/2023;2000031276;No;ARG;1;RB;RW;48,3;0,0;63,2;67,0;D (R);21;Damián Valente;6,6;Estudiantes (LP);Liga Profesional;Argentina;1;1;0;0;0;90;0,66;9,0;11,286;0,0;0,0;0,0;2,0;29;0,0;1,0;2,0;6,0;6,811;2,0;0,0;4,0;0,0;30,0;81;6,66667;0,0;1,0;0,0;0;0,0;0,0;0,0;0,0;15,0;4,0;165000;1800;31/12/2024;6_12;10;11;8_12;9_13;176;;0,66;9,0;11,0;6,0;6,66667;0,0;90
RW;End;30/11/2023;2000031431;No;BRA;1;ST;RB;36,7;0,0;67,6;79,0;ST (C);20;Arthur Sousa;6,35;Corinthians;Brasileirão Assaí;Brazil;4;0;0;0;0;65;0,635;4,15;7,142;0,0;0,0;0,0;2,77;22;0,0;1,38;0,0;2,77;0,941;0,0;0,0;0,0;0,0;22,15;94;5,54;0,0;2,77;0,0;0;0,0;0,0;0,0;0,0;0,0;2,77;1500000;1300;08/09/2025;7_16;11;10;5_12;9_15;184;;0,635;4,15;6,92;0,0;5,54;0,0;65
EU;Mid;30/11/2023;2000031433;Yes;ESP;1;RB;RW;42,0;0,0;59,1;71,9;D/WB (R);18;Vicente Agulló;6,55;Elche;LaLiga;Spain;12;0;0;0;0;99;0,655;7,27;12,534;0,0;0,0;0,0;4,55;71;0,0;5,45;1,82;0,0;6,244;0,91;0,0;4,55;0,0;36,36;78;3,43667;0,0;1,82;0,0;0;0,0;0,0;0,0;0,0;14,55;0,0;78000;1300;30/06/2024;13_20;9;12;14_20;12_18;175;;0,655;7,27;11,82;5,46;3,43667;0,0;198
EU;Mid;30/11/2023;2000031620;No;ENG;1;RW;LW;20,0;0,0;56,6;68,3;ST (C);19;Harvey Woods;6,5;Southampton;Premier League;England;2;0;0;0;0;17;0,65;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;26,47;100;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;40000;2500;30/06/2023;2_9;12;11;4_12;4_13;184;;0,65;0,0;0,0;0,0;0,0;0,0;34
RW;End;30/11/2023;2000031901;No;BRA;1;LW;RW;39,4;0,0;68,7;77,9;AM (RL);20;Kevin;0,0;Palmeiras;Brasileirão Assaí;Brazil;4;0;0;0;0;33;0,0;5,45;5,45;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;5,45;0,8;0,0;0,0;0,0;0,0;21,82;80;2,73;3,46;0,0;0,0;0;0,65;0,0;0,08;2,73;0,0;2,73;500000;2900;10/06/2026;3_10;11;13;9_15;10_19;176;;0,0;5,45;5,45;0,0;2,73;3,46;33
EU;Mid;30/11/2023;2000032231;Yes;ARG;1;RW;LW;41,5;0,0;73,7;86,8;AM (RC);18;Luka Romero;6,9;Milan;Serie A;Italy;16;0;2;0;0;116;0,69;6,21;8,915;0,0;0,0;0,0;2,33;38;0,0;0,0;0,78;5,43;0,844;0,0;0,0;0,0;0,0;29,48;84;6,80889;2,74;3,1;0,0;0;0,12;0,78;0,04;1,55;12,41;2,33;7500000;66000;30/06/2027;14_20;13;15;11_20;9_17;165;;0,69;6,21;8,54;0,0;6,80889;2,49;232
EU;Mid;30/11/2023;2000032298;No;BRA;1;DM;RB;58,1;0,0;71,5;79,3;DM, M (C);20;Mateus Sarará;6,59;Santa Clara;Liga bwin;Portugal;16;2;0;2;0;215;0,659;4,19;9,047;0,0;0,0;0,0;4,19;67;0,0;0,0;0,0;4,19;4,689;0,84;0,42;2,51;0,07;51,91;85;2,78667;0,41;0,0;0,0;0;0,12;0,0;0,29;0,0;10,05;1,67;2400000;6500;30/06/2026;12_17;11;12;11_15;11_15;184;;0,659;4,19;8,38;3,84;2,78667;0,41;430
EU;Mid;30/11/2023;2000032456;Yes;URU;1;CB;RB;41,8;0,0;68,2;78,5;D (C);19;Facundo González;6,63;Sampdoria;Serie A;Italy;62;62;0;2;0;2715;0,663;7,35;14,839;0,0;0,0;0,0;6,86;63;0,66;3,15;1,52;2,02;5,218;0,36;0,1;3,85;0,02;57,98;89;1,11522;0,25;0,07;0,03;33;0,05;0,0;0,2;0,0;4,61;0,17;4600000;12750;30/06/2026;6_14;12;13;8_14;4_11;193;;0,663;7,35;14,21;4,33;0,78222;0,25;5430
EU;Mid;30/11/2023;2000033089;Yes;ESP;1;DM;CB;61,3;0,0;69,7;75,6;D (C), DM, M (C);24;Pablo Ibañez;6,49;Osasuna;LaLiga;Spain;44;2;0;0;0;332;0,649;4,6;9,702;0,0;0,0;0,0;4,34;76;0,54;1,08;1,08;1,9;6,617;0,27;0,0;5,42;0,04;46,9;89;2,04444;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;11,11;0,81;28500;13250;30/06/2024;13_16;10;12;7_11;10_13;189;;0,649;4,6;8,94;5,73;2,04444;0,0;664
